code,county,area,date,time,places,file
,KISII,"KIAMOKAMA, NYAMACHE",Monday 23.06.2025,9.00 A.M. - 5.00 P.M.,"['Nyamache', 'Kiamokama', 'Ibacho', 'Gesusu', 'Nyacheki', 'Nyacheki', 'Geteri', 'Entakana', 'Masimba', 'Borangi', 'Kiomiti', 'Maji Mazuri', 'Kiobegi', 'Gionseri', 'Kionduso', 'Tukiamwana', 'Igare', 'Emenwa', 'Boitangare', 'Ibacho', 'Kibichanwa', 'Moremani', 'Mobamba', 'Mochengo', 'Mokoroiginywa', 'Mogweko', 'baringo', 'Naikuru', 'Isena & adjacent customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,HOMABAY,WHOLE OF RUSINGA ISLAND,Tuesday 24.06.2025,9.00 A.M. - 4.30 P.M.,"['Waware', 'Nyamuga', 'Wanyama', 'Kaswanga', 'Litare', 'Luore', 'Tom Mboya Mausoleum', 'Sienga &', 'adjacent customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,HOMABAY,ASUMBI,Tuesday 24.06.2025,9.00 A.M. – 5.00 P.M.,"['Rabuor Masawa', 'Arujo', 'Maguti', 'Ogandi', 'Wiga', 'Part of Rodi', 'Imbo', 'Rangwe', 'Oluso', 'Sinogo', 'Asumbi Complex', 'Koyoo', 'Namba', 'Nyawita', 'Ojinyo', 'Omoya', 'Ndiru', 'Ohero', 'Masakla', 'Obuya', 'Dispensary & adjacent customers .']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,HOMABAY,"RODI, SERO",Thursday 26.06.2025,9.00 A.M. – 5.00 P.M.,"['Ruga', 'Akele', 'Wiamen', 'Kijawa', 'Ngere Orphanage', 'Part of Rodi', 'Sero', 'Pundo Kalanya', 'Devine', 'Mercy', 'Pap Ndege & adjacent customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,HOMABAY,"NYANDIWA, MAGUNGA",Thursday 26.06.2025,09.00 A.M. - 4.30 P.M.,"['Ngeri Centre', 'Nyagwethe', 'Nyandiwa Centre', 'Kiabuya Centre', 'Magunga Mkt', 'NYS Lambwe', '& adjacent customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,HOMABAY,KIJAWA,Thursday 26.06.2025,9.00 A.M. – 5.00 P.M.,[],01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,HOMABAY,KIJAWA,Tuesday 01.07.2025,9.00 A.M. – 5.00 P.M.,"['Ruga', 'Akele', 'Kijawa Health Center', 'Kijawa  Village & adjacent customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,MERU,"WHOLE OF MERU TOWN, GIAKI, KWA NG’OMBE",Sunday 22.06.2025,8.00 A.M. – 5.00 P.M.,"['Ezri Hotel', 'Alba Hotel', 'Meru Slopes', 'Milimani', 'Sayen Hpyer Mart', 'Grace Park Hosp', 'Meru', 'Prison', 'Winners Church', 'Total Petrol Stn', 'Meru General Hosp', 'Cathedral', 'Whole of Meru', 'Town', 'Meru Green Wood Mall', 'Kooje Stage', 'Meru Royal', 'Meru Central Diaries', 'Gakoromo ne', 'Shauri Yako', 'Marvis Petroleum Limited', 'Againe', 'Kiambogo C/Fact', 'Imenti', 'North Muslim Girls', 'Mulanthakari Mkt', 'Mulanthakari Girls', 'Thimangiri', 'Thuura C/Fact', 'Kauthene Mkt', 'Nkoobo C/Fact', 'Munithu Pri', 'Mukugurukia', 'Ndekero Village', 'Kambi ya', 'Nyanyua', 'Ndurum o', 'Kamukara', 'Meru Brook Sch', 'Rwanyange', 'Mbeu Mkt', 'Kathirune Mkt', 'Giaki Mkt', 'Nthamiri Mkt', 'Kabaune S/Centre', 'Ciothirai Police Stn', 'Ciothirai Village', 'Gachua', 'Mkt', 'Mbuuta Pri', 'CCM Iria', 'Riamanthuka Pri & adjacent customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,THARAKA NITHI,"MITHERU, MAGUNDU, KIINI",Tuesday 24.06.2025,8.30 A.M. – 5.30 P.M.,"['Magundu Village', 'Karimba', 'Kaganjo', 'Iriani Village', 'Mitheru Mkt', 'Ikame', 'Kiini & adjacent', 'customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,LAIKIPIA,"MITHERU, MAGUNDU, KIINI",Sunday 22.06.2025,8.00 A.M. – 5.00 P.M.,"['Timau Town', 'Kwa Nganga Mkt', 'Maritati Mkt', 'Kiambogo Mkt', 'Ethi Mkt', 'Ngare Ndare Mkt', 'Ngusichi Mkt', 'Ngusichi  Sec Sch', 'River Side Village', 'Siraji Farm', 'Batian Farm', 'Tima Flow', 'Farm', 'Lol Marik Farm', 'Timau Lodge', 'Loberia Farm', 'Sand Pro Farm', 'Big Flower Farm &', 'adjacent customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,LAIKIPIA,"MITHERU, MAGUNDU, KIINI",Thursday 26.06.2025,8.00 A.M. – 5.00 P.M.,"['Timau Town', 'Kwa Nganga Mkt', 'Maritati Mkt', 'Kiambogo Mkt', 'Ethi Mkt', 'Ngare Ndare Mkt', 'Ngusichi Mkt', 'Ngusichi Sec Sch', 'River Side Village', 'Siraji Farm', 'Batian Farm', 'Tima Flow', 'Farm', 'Lol Marik Farm', 'Timau Lodge', 'Loberia Farm', 'Sand Pro Farm', 'Big Flower Farm &', 'adjacent customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,NYERI,WARIRUTA MARKET,Wednesday 25.06.2025,8.00 A.M – 5.00 P.M.,"['Wariruta Mkt', 'Sagana Falls Village', 'Mungaria Village', 'Thaithi Mkt', 'Safaricom Boosters', 'Airtel', 'Boosters & adjacent customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,NYERI,"KIRICHU MARKET, MWEIGA",Wednesday 25.06.2025,8.00 A.M. – 5.00 P.M.,"['Kirichu Mkt', 'Ndurutu  Mkt & C/Fact', 'Chaka Ranch', 'Brookside', 'All Concrete Crushers in', 'Millimani Chaka', 'Kamatongu', 'Honi', 'Mwireri', 'Kiawara', 'Lamuria', 'Bellevue', 'Kabendera', 'Ruirie', 'Kariminu', 'Tanyai', 'Nairutia', 'Mugunda', 'Ngobit', 'Kariguini', 'Mahiga Meru', 'Matopeni', 'Aberdare', 'Country Club', 'Amboni', 'Bondeni', 'The Ark Hotel', 'Kanyagia', 'Babito', 'Mahiga', 'Sangare', 'Kabati', 'Endarasha', 'Mwiyogo', 'Embaringo', 'Charity', 'Pura', 'Kiamunyuru', 'Watuka & adjacent', 'customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,EMBU,"KARURUMO MARKET, KASAFARI",Thursday 26.06.2025,8.30 A.M. – 5.00 P.M.,"['Karurumo Mkt', 'Kanyuambora Mkt', 'Kamumu Mkt', 'Soko', 'Gwakaithi Pri', 'Karigiri Pri', 'Murari  Village', 'Kavengero', 'Canon Habert & adjacent customers .']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,KIAMBU,MATARA TEA FACTORY,Monday 23.06.2025,9.00 A.M. – 5.00 P.M.,"['Kiriko Mission', 'Matara T/Fact', 'Gachege T/Fact', 'Ndarugu T/Fact', 'Matara Dispensary', 'Kanyoni Mkt', 'Gicheha Mkt', 'Thuraku Village', 'Karatu Mkt', 'Karinga Girls', 'Gitwe Mkt', 'Gikure', 'Mkt', 'Ituramiru Mkt', 'Gakunyi', 'Gituamba Mkt & adjacent customers.', 'COAST REGION']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,KWALE,"SAMBURU TOWN, KINAGONI",Tuesday 24.06.2025,9.00 A.M. – 5.00 P.M.,"['Samburu Town', 'Vigurungani', 'Banga', 'Mwwakijembe', 'Kinagoni', 'Silaloni & adjacent', 'customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,KWALE,"KOMBANI, MATUGA TOWN",Wednesday  25.06.2025,9.00 A.M. – 1.00 P.M.,"['KSG Matuga', 'Kombani Sec', 'Matuga', 'Voroni', 'Bethany', 'Matuga Town & adjacent', 'customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,KWALE,"MABOKONI, TUM KWALE",Thursday 26.06.2025,9.00 A.M. – 5.00 P.M.,"['Mabokoni', 'Mbuwani', 'Mwanjamba', 'Technical University of Mombasa', 'Mwapala & adjacent', 'customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,KILIFI,"MTONDIA, CHUMANI",Wednesday 25.06.2025,9.00 A.M. – 5.00 P.M.,"['Parts of Mwango', 'Mkoroshoni', 'Basi', 'Mzongoloni', 'Mtondia', 'Tezo', 'Chumani', 'Magorani', 'Zowerani', 'Ngerenya', 'Roka & adjacent customers.']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,KILIFI,"VIPINGO, MNARANI",Friday 27.06.2025,9.00 A.M. – 5.00 P.M.,"['Parts of Vipingo', 'Mnarani', 'Jaribuni', 'Chonyi & adjacent customers.', 'Power Maintenance Notice', 'Notice is hereby given under R ule 27 of the Electric Power Rules', 'That the electricity supply will be interrupted as here under:', '(It is necessary to interrupt supply periodically in order to facilitate maintenance and', 'upgrade of power lines to the network; to connect new customers or to replace power', 'lines during road construction', 'etc.)']",01JYA1DANZCTPZA6ZC6HMHVKDD.pdf
,NAIROBI,PART OF EASTLEIGH,Tuesday 01.07.2025,9.00 A.M. – 5.00 P.M.,"['Part of California Est', 'Mabruk', 'Pumwani Hosp', 'Care Hosp', 'Pumwani Highrise Flats', 'Family Bank', 'Gikomba', 'Hass Petrol', 'BBS Mall', 'Atis', 'Starehe Boys', 'St. Bridget', 'Pumwani Boys', 'Eastleigh', 'Nairobi East Hosp', 'Part of Old Racecourse Est &', 'adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,NAIROBI,PART KIBERA,Tuesday 01.07.2025,9.00 A.M. - 5.00 P.M.,"['Raila Estate', 'Soweto Academy', 'Fort Jesus', 'Kibera NHC', 'Karanja Rd', 'Kibera  Makina', 'Kibera Law Courts', 'Kibera Olympic Est', 'Pri & Sec', 'Gatwekera', 'SHOFCO', 'Kisumu Ndogo & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,NAIROBI,PART OF PARKLANDS,Thursday 03.07.2025,9.00 A.M. – 5.00 P.M.,"['Legal Plaza', 'Part of Limuru Rd', '6th Parklands', 'Ita Rd & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,NAIROBI,"KIWANJA, PART OF KAHAWA WEST",Thursday 03.07.2025,9.00 A.M. – 5.00 P.M.,"['KM', 'Esthers Apt', 'Whole of Kiwanja', 'Ola & Rubis Petrol Stns', 'Part of Kahawa West', 'Northern Bypass', 'Farmers Choice Kahawa West', 'Kahawa West Soweto', 'Congo', 'Kahawa West Rounder About & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,NAIROBI,PART OF KILIMANI,Thursday 03.07.2025,9.00 A.M. – 5.00 P.M.,"['Cotton Ave', 'Dennis Pritt', 'Kayawe Rd', 'Part of Lenana Rd', 'Galana Rd', 'Part of', 'Kirichwa Rd', 'Ring Rd Kilimani', 'Sifa Towers', 'Yaya Center', 'Chania Avenue', 'Wood', 'Ave', 'Kindaruma Rd', 'Part of Argwings Khodek', 'Ola Petrol Stn', 'Shell Petrol Stn', 'Naivas Kilimani S/Mkt', 'Kre p Plaza', 'Galana Suites', 'Adlife Plaza', 'Eastlands Hotel', 'Ushuru Sacco', 'French Sch', 'Prestige Plaza', 'Woodly Est', 'Kinangop Rd', 'Togo Flats', 'Moi Girls Kibera', 'Toi Mkt', 'Jamhuri Est', 'Winners Chapel & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,NAIROBI,PART OF LANGATA ROAD,Thursday 03.07.2025,9.00 A.M. – 5.00 P.M.,"['Galleria Mall', 'Muiri Lane', 'MC Fry', 'Ola Energy', 'Panda Mart & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,NAIROBI,"PART OF WAIYAKIWAY, LORESHO",Thursday 03.07.2025,9.00 A.M. – 5.00 P.M.,"['Mountain View Est', 'Kabete Technical', 'N Market', 'Thiongo Rd', 'Whole of Kangemi', 'Communications Authority of Kenya', 'Kianda Sch', 'Nairobi Water', 'Musa Gitau Rd', 'Kaptagat Rd', 'Coopers Kenya Vetlab', 'Chinese Factories', 'Sugar Board', 'KEVEVAPI', 'Qaribu Inn Hotel', 'Loresho  Ridge', 'Loresho Spring Ests & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,NAIROBI,"PARKLANDS, WANGAPALA ROAD",Friday 04.07.2025,9.00 A.M. – 5.00 P.M.,['Wangapala Rd & adjacent customers.'],01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,KERICHO,"KAPTALAMWA, SITOTWET",Monday 30.06.2025,8.30 A.M. – 5.00 P.M.,"['Kaptalamwa', 'Kenegut', 'Letting', 'Sitotwet', 'Kaitui', 'Kiplogoi', 'Chepkoiniik', 'Kabokyeek', 'Machorwa', 'Chepsoo & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,SAMBURU,"POSTA, SUGUTA, CHURO",Thursday 03.07.2025,9.00 A.M. – 4.00 P.M.,"['Posta', 'Mugie Ranch', 'Churo', 'Tangulbei', 'Suguta Marmar', 'Kisima', 'Maralal Township', 'Maralal Water Supply', 'Poro Radar Station', 'Loosuk & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,UASIN GISHU,ST. LUKES HOSPITAL,Sunday 29.06.2025,9.00 A.M. – 5.00 P.M.,"['St. Lukes Hospi', 'MTRH Farewell Home', 'Shiv Court', 'Moi University Dental', 'Komora', 'Est', 'Shree Hari Apts & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,UASIN GISHU,"BELKENYA, NGECHECK, NGERIA",Tuesday 01.07.2025,10.00 A.M. – 4.00 P.M.,"['Ngeria', 'Ndupenet', 'Lelboinet', 'Kapnyamisa', 'Megun', 'Teigut', 'Kipchamo', 'Ngara falls', 'Mogoget', 'Mateget & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,UASIN GISHU,"CHEPTIRET, KERITA",Thursday 03.07.2025,9.00 A.M. – 5.00 P.M.,"['Cheptiret Mugundoi', 'Kapkoi', 'Chepkitiny', 'Kapkoi', 'Bayete', 'Burnt Forest', 'Ngarua', 'Cherus', 'Kondoo', 'Kitingia', 'Ndanai & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,VIHIGA,"SABATIA, CHAMAKANGA",Tuesday 01.07.2025,8.30 A.M. – 5.00 P.M.,"['Mululu', 'Busweta', 'Sabatia Eye Hosp', 'Vokoli', 'Kwa Shem', 'Mago', 'Sabatia CDF', 'Chamakanga', 'Ikobelo', 'Mudungu  & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,VIHIGA,MBIHI,Thursday 03.07.2025,8.30 A.M. – 5.00 P.M.,"['Demesi Mbihi Girls', 'Iduku', 'Lyaduywa', 'Munugi', 'Mahadia', 'Mukuli & adjacent', 'customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,BUNGOMA,PAN AFRICA CHEMICALS INDUSTRIES,Thursday 03.07.2025,9.00 A.M. – 6.00 P.M.,"['Butali', 'Chebwayi', 'Generation', 'Sango Mkt', 'Pan Africa Chemical industries', 'Matete', 'Mkt & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,BUNGOMA,"UNITED MILLERS, WEBUYE JAGGERY",Saturday 05.07.2025,8.30 A.M. – 5.00 P.M.,"['Munyikana', 'Mwalim House', 'Section of Dinah', 'United Millers', 'Molo', 'Santa Barbra', 'Malaha', 'Sirisia', 'Bunjosi', 'Webuye Jaggery', 'Noah Wekesa & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,KISUMU,"MASOGO, NGERE KAGORO",Wednesday 02.07.2025,8.00 A.M. – 5.00 P.M.,"['Ngere Kagoro Mkt', 'Masogo Mkt', 'Sangayo', 'Rutek', 'Miwani', 'Nyakoko Sch', 'Amilo &', 'adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,BUSIA,"BUMBE, SIGALAME",Wednesday 02.07.2025,8.00 A.M. – 6.00 P.M.,"['Samia Girls', 'Sigalame High Sch', ""Buduong'i"", 'Sio Port', 'Bumbe Technical', 'Busijo', 'Mmbaka', 'Nabuganda & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,NYAMIRA,"NYAMIRA TOWN, KEBIRIGO",Monday 30.06.2025,9.00 A.M. - 5.00 P.M.,"['Whole of Nyamira Town', 'Referral Hosp', 'Kinara Hosp', 'Rangenyo Mission', 'Nyamaiya Mkt', 'Miruka Mkt', 'Kebirigo  T/Fact', 'Sang’anyi T/Fact', 'Sironga Girls', 'Marindi', 'Makairo Mkt', 'Kiabonyoru & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,HOMABAY,KIJAWA,T uesday  01.07 .2025,9.00 A.M. – 5.00 P.M.,[],01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,HOMABAY,KIJAWA,Thursday  03.07.2025,9.00 A.M. – 5.00 P.M.,"['Ruga', 'Akele', 'Kijawa Health Center', 'Kijawa Village & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,MIGORI,"ISIBANIA, NYABOHANSE, MABERA",Wednesday 02.07.2025,9.00 A.M. – 5.00 P.M.,"['Parts of Migori Town', 'Namba', 'Whole of Mabera', 'Nyabohanse', 'Whole of Isibania', 'Motemorabu  Village', 'Komomwamu Mkt', 'Nyakore', 'Nyakoge', 'Silori Simba Village', 'Solere Water Pump', 'Set Ajera  Village & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,MIGORI,"NTIMARU, TARANGANYA",Friday 04.07.2025,9.00 A.M. – 5.00 P.M.,"['Whole of Ntimaru Mkt', 'Taranganya Mkt & Schls', 'Kobito Village', 'Riamanyangi', 'Angata Sugar Factory', 'Riamanyangi Village', 'Guitembe Mkt', 'Senta Mkt', 'Wangirabose', 'Masangora', 'Nyabikongori & adjacent customers.', 'For further information', 'contact', 'the nearest Kenya Power office', 'Interruption n otices may be viewed at', 'www.kplc.co.ke', 'Power Maintenance Notice', 'Notice is hereby given under Rule 27 of the Electric Power Rules', 'That the electricity supply will be interrupted as here under:', '(It is necessary to interrupt supply periodically in order to facilitate maintenance and', 'upgrade of power lines to the network; to connect new customers or to replace power', 'lines during road construction', 'etc.)']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,EMBU,"MAKENGI, ENA, KITHIMU",Monday 30.06.2025,8.30 A.M. – 4.30 P.M.,"['Gotv Booster', 'Ngemi Millers', 'Kithimu Mkt', 'St. Teresa’s', 'Mwangaza', 'Kiandundu', 'Ena Mkt', 'Kawanjara', 'Rukira', 'Limbua Ena Facility', 'Ndatu', 'Kivwe Mkt', 'Muruatetu', 'Mbukori', 'Manyatta TIVET', 'Makengi', 'Karingari', 'Nembure', 'Kevote & adjacent', 'customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,EMBU,"MARIA NJOKI, KATHANJURI",Tuesday 01.07.2025,8.00 A.M. - 5.00 P.M.,"['Maria Njoki', 'Kathanjuri Mkt', 'S/A Kyeni', 'Kathera Village', 'Hon. Kamwithi Munyi', 'Gakwegori Pri', 'Gakwegori CF & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,NYERI,"MATHIOYA, MIORO, KIHOYA",Tuesday 01.07.2025,8.00 A.M. - 5.00 P.M.,"['Kiru T/Fact', 'Gatunguru T/Fact', 'Kiriti Girls', 'Mioro', 'Kirimahiga C/Fact', 'Kihoya Mkt', 'Wanjerere', 'Kiawambogo', 'Gachogi', 'Hembe', 'Gitereki', 'Gacharage', 'Nyagatugu Sec', 'Kanguru', 'Kagongo', 'Magomano', 'Kiriti T/Fact', 'Gachiriro', 'Kiambuthia Mkt', 'Gatitu', 'Gathiritho', 'Gachirir o', 'Kiangima Mkt', 'Merereini Met', 'JJ Kamotho Home & adjacent', 'customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,NYERI,ITIATI MARKET,Wednesday 02.07.2025,9.00 A.M. – 5.00 P.M.,"['Kiangurwe Village', 'Gachuiro', 'General China Mkt', 'Kariga -ini', 'Highlands Village', 'Gathu -ini Village', 'Itiati Mkt', 'Mukonye', 'Kwa Karoki Village', 'Kiamucheru', 'Kihuri', 'Village', 'Kianjuguma Village', 'Gikore', 'Gitunduti Mkt', 'Safaricom Boosters', 'Airtel', 'Boosters & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,NYERI,KIRIANI TOWN,Saturday 05.07.2025,8.00 A.M. - 5.00 P.M.,"['Kiriani Mission Hosp', 'Mathioya Sub -County Offices', 'Equity Bank', 'KCB Bank', 'Family Bank', 'Kiaguthu Boys', 'Kiru Boys', 'Kiru C/Fact', 'Mairo Mkt', 'Kanjama Mkt', 'Umui', 'Mkt & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,LAIKIPIA,"TIMAU, MARITATI, DOLDO",Sunday 29.06.2025,8.00 A.M. – 5.00 P.M.,"['Timau Town', 'Kwa Nganga Mkt', 'Maritati Mkt', 'Kiambogo Mkt', 'Ethi Mkt', 'Ngare Ndare', 'Mkt', 'Ngusichi Mkt', 'Ngusichi Sec Sch', 'River Side Village', 'Siraji Farm', 'Batian Farm', 'Tima Flow farm', 'Lol Marik farm', 'Timau Lodge', 'Loberia Farm', 'Sand Pro Farm', 'Big', 'Flower Farm', 'Chum vi Mkt', 'Doldo Mkt Ilporei Mkt', 'Kimanju Mkt', 'Oldonyiro Mkt &', 'adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,LAIKIPIA,SOLIO,Tuesday 01.07.2025,8.00 A.M. – 5.00 P.M.,"['Whole of Solio Village', 'Cinch Farm', 'Sangare Gardens & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,LAIKIPIA,NTRUKUMA,Tuesday 01.07.2025,8.00 A.M. – 5.00 P.M.,"['St. Jude Sec School', 'Carenda Feeds Ltd', 'Nkado Pri Sch', 'Baisa Conference &', 'adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,LAIKIPIA,"TIMAU, MARITATI, DOLDO",Thursday 03.07.2025,8.00 A.M. – 5.00 P.M.,"['Timau Town', 'Kwa Nganga', 'Maritati', 'Kiambogo', 'Ethi', 'Ngare Ndare', 'Ngusichi', 'Ngusichi Sec Sch', 'River Side Village', 'Siraji Farm', 'Batian Farm', 'Tima Flow Farm', 'Lol Marik Farm', 'Timau Lodge', 'Loberia Farm', 'Sand Pro Farm', 'Big Flower Farm', 'Chumvi Mkt']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,KIAMBU,"KAHAWA WENDANI, SUKARI",Tuesday 01.07.2025,9.00 A.M. - 5.00 P.M.,"['Whole of Kahawa Sukari Est', 'Felma S/Centre', 'Whole of Kahawa', 'Wendani', 'Part of', 'KU University', 'China Square KU Mortuary', 'Clean Shelf S/Mkt', 'Magunas', 'Wendani', 'Quickmart S/Mkt', 'Wendani Hosp', 'Shell Petrol', 'Naivas S/Mkt', 'Uhuru Kenyatta Pri &', 'Sec & adjacent custom ers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,KIAMBU,"CARBACID, KIMENDE",Thursday 03.07.2025,9.00 A.M. - 5.00 P.M.,"['Carbacid Factory', 'Kambaa', 'Afrodane', 'Mathore', 'Rukuma', 'Escarpment', 'Kimende', 'Magina', 'Kinale', 'Soko Mjingas', 'Utugi', 'Mugiko', 'Kirasha', 'Sulmac', 'Kwa Edward &', 'adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,KIAMBU,"PART OF THINDIGUA, FOURWAYS",Friday 04.07.2025,9.00 A.M. - 5.00 P.M.,"['Parts of Thindigua', 'Kigwa  Farm', 'Paradise Lost', 'Muhasibu', 'Kwaheri Rd', 'Fourways', 'Junction', 'Bar Next Door', 'KFC Shell', 'Thindigua Police', 'PCEA Thindigua & adjacent', 'customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,KITUI,"KYANGO, KINAKONE, VOO",Tuesday 01.07.2025,9.00 A.M. - 5.00 P.M.,"['Kyango', 'Muambani', 'Kinakone', 'Kiangwa', 'Kalwasi', 'Mwania Ngombe', 'Voo', 'Kalalani', '& adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,KITUI,"KIONGWE, INYUU, UZOMBE",Wednesday 02.07.2025,9.00 A.M. - 5.00 P.M.,"['Kiongwe', 'Thua Sec', 'Kwa Amutei', 'Kanguu', 'Inyuu', 'Kathande', 'Mangola', 'Kavaani', 'Kabati', 'Zombe', 'Kyululu', 'Mwitika', 'Kikuu', 'Kyamatu', 'Muthungue', 'Ndundune', 'Maskalini', 'Matundu & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,KITUI,"MUTUNE, WANZUA, KASYALA",Thursday 03.07.2025,9.00 A.M. - 5.00 P.M.,"['Mutune', 'Kivutini', 'Wanzua', 'Kwa Mutheke', 'Arusha', 'Kasyala', 'Usiani & adjacent', 'customers.', 'COAST REGION']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,KILIFI,MATSANGONI,Thursday 03.07.2025,9.00 A.M. – 5.00 P.M.,"['Parts of Roka', 'Matsangoni', 'Mida Creek', 'Uyombo Mpenda Kula', 'Gede Forest &', 'adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,KILIFI,GEDE,Friday 04.07.2025,9.00 A.M. – 5.00 P.M.,"['Matsangoni', 'Mida Creek', 'Uyomboa', 'Mpenda kula', 'Gede & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,KILIFI,TEZO,Saturday 05.07.2025,9.00 A.M. – 5.00 P.M.,"['Mtondia', 'Tezo', 'Chumani', 'Roka & adjacent customers']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,KWALE,DIANI,Thursday 01.07.2025,9.00 A.M. – 4.00 P.M.,"['Carrefour S/Mkt', 'Swahili Beach Resort', 'Kaskazi Resort', 'Diani S/Center', 'Trade', 'Winds', 'Diani Sea Resort', 'Chandarana S/Mkt', 'Diani Marine & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
,MOMBASA,DIANI,Tuesday 01.07.2025,9.00 A.M. – 5.00 P.M.,"['Lungalunga Rd', 'Mrima', 'Bilal', 'Kiwerera', 'Dimbwini', 'Mwananziya', 'Mabruk', 'Corner', 'Mpya', 'Tenant Purchase', 'Ijara', 'Approved  School', 'Bomu Hosp', 'Mwananguvuze', 'Mwaanajuma Mchetu', 'Soweto', 'Old Kibwana Rd', 'Corner Mbaya', 'Mwaweche', 'Kibaki', 'Est', 'Maere Mascrep', 'Bububu', 'Shikaa dabu', 'Diani Hosp', 'Ngumungumu', 'Barabara', 'Mchanga', 'Consolata', 'Miskiti Miwili', 'Ujamaa', 'Kwa Musembi', 'Inuka Police', 'Mbuta', 'Hosp', 'Mwangala', 'DCC Mbuta', 'Taifa Gas', 'Third World', 'Kiteje & adjacent customers.']",01JYNWXZAB6RR3SK7S4YBFRBMG.pdf
